"business_id","topic_1_Facilities","topic_2_Courses","topic_3_Service_and_Accessories","topic_4_Membership_and_Price","topic_5_Trainer","topic_6_Time","topic_7_Environment","topic_8_Other","weighted_stars","summary_0","summary_1","summary_2","summary_3","summary_4","summary_5","summary_6","summary_7","summary_8","summary_9","summary_10","summary_11","summary_12","summary_13","summary_14","summary_15","summary_16","summary_17","summary_18","summary_19","summary_20","summary_21","summary_22","summary_23","summary_24","summary_25","summary_26","summary_27","summary_28","summary_29","summary_30","summary_31","review_number_id"
1,0,0.1,0,0,0.00909090909090909,-0.08,0,0,3.76551724137931,7,0,0,7,32,5,8,19,6,0,0,6,12,0,0,12,11,1,1,9,5,0,1,4,1,0,0,1,54,0,0,54,11
188430,0.1,-0.05,0.1,0,0,-0.0333333333333333,0,0,4.70967741935484,9,1,1,7,2,0,1,1,4,1,2,1,2,0,0,2,0,0,0,0,3,0,1,2,0,0,0,0,13,0,0,13,3
131086,-0.05,0.0888888888888889,0,0,0.38,0.222222222222222,0,0,4.13636363636364,2,0,1,1,9,2,3,4,2,0,0,2,6,0,0,6,5,2,1,2,9,2,0,7,0,0,0,0,35,0,0,35,8
40978,0,1,0.0333333333333333,-0.075,-0.0333333333333333,0,0,0,3.60869565217391,2,0,0,2,1,1,0,0,3,1,0,2,4,0,2,2,3,0,1,2,2,0,0,2,0,0,0,0,13,0,0,13,5
147475,-0.2,-0.0333333333333333,0,0,0,0,0,0,4.73529411764706,1,0,1,0,9,1,1,7,1,0,0,1,3,0,0,3,3,0,0,3,2,0,0,2,0,0,0,0,26,0,0,26,6
16405,0.0102564102564103,0.110526315789474,0.03125,-0.0444444444444445,-0.0166666666666667,0.0941176470588235,0,0,2.54198473282443,39,5,6,28,19,3,0,16,32,3,7,22,54,4,13,37,6,0,1,5,17,2,4,11,1,0,0,1,134,0,0,134,35
73759,-0.0454545454545455,0,-0.0428571428571429,-0.03,-0.266666666666667,-0.0222222222222222,0,0,2.23684210526316,11,0,3,8,4,0,0,4,7,0,2,5,10,0,3,7,3,0,1,2,9,0,2,7,1,0,0,1,55,0,0,55,14
40995,0,0,0,-0.02,0,0,0,0,5,2,1,1,0,1,0,0,1,1,0,0,1,5,0,1,4,0,0,0,0,2,0,0,2,0,0,0,0,9,0,0,9,3
180262,-0.1,0,0,0,-0.1,0,0,0,1.95454545454545,5,0,2,3,4,1,1,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,8,0,0,8,3
106545,-0.02,0,0.333333333333333,0,0,0,0,0,4,5,0,1,4,0,0,0,0,3,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,12,3
131125,0.116666666666667,-0.0235294117647059,0,0,0.133333333333333,0.1625,0.666666666666667,0,3.15789473684211,6,1,3,2,17,1,3,13,3,0,0,3,3,0,0,3,6,1,1,4,8,2,0,6,3,1,0,2,29,0,0,29,10
163902,-0.0125,0.00754716981132075,-0.0128571428571429,-0.0151162790697674,-0.0285714285714286,-0.0232558139534884,-0.0625,0,2.73968705547653,112,8,29,75,53,4,13,36,70,4,25,41,86,6,16,64,7,0,1,6,43,1,16,26,8,1,3,4,278,0,0,278,50
24647,0.5,0,0.333333333333333,0,0,0,0,0,4.45454545454545,6,3,0,3,4,0,0,4,3,1,0,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,5
16456,0,-0.0333333333333333,0,-0.1,0,-0.1,0,0,4.88095238095238,2,0,0,2,12,0,3,9,0,0,0,0,2,0,2,0,3,0,0,3,1,0,1,0,0,0,0,0,11,0,0,11,3
114763,-0.1,-0.0166666666666667,0,0,0,-0.05,0,0,5,1,0,1,0,6,0,1,5,2,0,0,2,3,0,0,3,1,0,0,1,2,0,1,1,1,0,0,1,16,0,0,16,4
172107,-0.0333333333333333,0,0.2,-0.025,0,0,0,0,1.31578947368421,6,0,2,4,1,0,0,1,5,1,0,4,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,15,4
188493,-0.1,0.0222222222222222,0,-0.00769230769230769,0,-0.0428571428571429,0,0,4.94557823129252,3,0,2,1,45,4,14,27,5,0,0,5,13,0,1,12,5,0,0,5,7,0,1,6,1,0,0,1,91,0,0,91,14
41039,0.00923076923076923,0.0257142857142857,0.0157894736842105,-0.0454545454545455,0,0.0823529411764706,-0.05,0,3.71388101983003,65,3,6,56,35,2,7,26,38,5,7,26,33,1,7,25,1,0,0,1,17,1,4,12,2,0,1,1,159,0,0,159,49
16465,0.0310344827586207,0.00194805194805195,-0.019047619047619,0.05,0.0142857142857143,-0.00625,-0.2,0,3.51867219917012,29,1,9,19,154,10,32,112,21,1,4,16,14,2,3,9,21,2,8,11,32,3,7,22,1,0,1,0,154,0,0,154,33
32856,0,-0.0333333333333333,1,0,0,0,0,0,3.6,0,0,0,0,3,0,1,2,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,9,3
98394,0,0,0,0,0,0.9,0,0,5,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,1,1,1,0,0,1,0,0,1,3,0,0,3,3
106597,-0.02,-0.04,-0.142857142857143,-0.0631578947368421,0.333333333333333,-0.0888888888888889,0.1,0,1.98,10,1,2,7,5,0,1,4,7,0,4,3,19,0,8,11,3,1,0,2,9,0,2,7,1,1,0,0,48,0,0,48,9
49256,0.0357142857142857,0.0111111111111111,0.0166666666666667,-0.036,0,-0.0833333333333333,-0.1875,0,2.75409836065574,42,3,10,29,9,1,0,8,12,1,4,7,25,1,3,21,1,0,0,1,6,0,1,5,8,0,4,4,86,0,0,86,22
49259,-0.0277456647398844,0.03125,0.0144444444444444,-0.0308641975308642,0.0558139534883721,0.0188034188034188,-0.141666666666667,0,2.78374455732946,173,14,61,98,128,10,18,100,180,16,39,125,162,7,28,127,43,6,9,28,117,12,26,79,12,1,8,3,757,0,0,757,191
114802,-0.0333333333333333,0.0875,0,-0.075,0.5,-0.02,0,0,5,3,0,1,2,8,1,1,6,0,0,0,0,4,0,1,3,2,1,0,1,5,0,1,4,1,0,0,1,14,0,0,14,6
65651,0.5,0.0333333333333333,-0.2,0,0,0,0,0,5,2,1,0,1,15,1,3,11,2,0,1,1,1,0,0,1,3,0,0,3,1,0,0,1,1,0,0,1,12,0,0,12,5
139379,0.0142857142857143,0,0.571428571428571,0,0,0,0,0,4.36734693877551,7,1,0,6,6,0,0,6,7,4,0,3,4,0,0,4,0,0,0,0,2,0,0,2,1,0,0,1,23,0,0,23,7
24694,-0.00476190476190476,-0.0333333333333333,0.0277777777777778,0,0,-0.0473684210526316,-0.34,0,1.91240875912409,21,2,4,15,6,0,2,4,18,2,8,8,13,2,2,9,3,0,0,3,19,2,7,10,5,0,2,3,83,0,0,83,15
147578,-0.0125,0,0.0375,-0.00869565217391304,0,-0.0315789473684211,0.05,0,3.68862275449102,32,1,4,27,5,0,0,5,16,1,4,11,23,1,2,20,2,0,0,2,19,1,5,13,2,1,0,1,93,0,0,93,20
188548,-0.1,0.142857142857143,0,0,0,0,0,0,5,2,0,1,1,7,1,0,6,3,0,0,3,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,10,4
98439,0,0.2,0,-0.0125,0,0,0,0,3.25,2,0,0,2,5,1,0,4,2,0,0,2,8,0,1,7,0,0,0,0,2,0,0,2,0,0,0,0,12,0,0,12,3
114826,0.0428571428571429,-0.00606060606060606,0.00456621004566209,-0.00142857142857143,0.0205882352941177,-0.0158415841584158,-0.0909090909090909,0,3.11722488038277,203,17,32,154,132,5,27,100,219,20,51,148,210,13,46,151,34,3,8,23,101,4,28,69,11,0,5,6,719,0,0,719,174
180363,-0.0577777777777778,0.1125,0.0217391304347826,-0.0186046511627907,0.0818181818181818,-0.0105263157894737,-0.0857142857142857,0,3.91740412979351,45,1,14,30,8,1,1,6,23,2,9,12,43,1,13,29,33,2,2,29,38,0,2,36,7,3,4,0,125,0,0,125,26
24716,-0.0307692307692308,-0.0125,0,-0.0666666666666667,0,0,0,0,2.73214285714286,13,0,3,10,8,0,1,7,9,1,1,7,3,0,1,2,1,0,0,1,4,0,0,4,0,0,0,0,37,0,0,37,6
188557,-0.0344827586206897,0.0454545454545455,-0.0428571428571429,-0.0333333333333333,0,-0.0444444444444444,0,0,3.71287128712871,29,0,5,24,11,1,4,6,7,0,2,5,6,0,1,5,3,0,0,3,9,1,4,4,1,0,0,1,55,0,0,55,8
180369,-0.00666666666666666,-0.0230769230769231,-0.0772727272727273,-0.0416666666666667,0.1,-0.0470588235294118,0,0,3.0561797752809,45,3,10,32,13,1,4,8,22,1,6,15,36,1,8,27,5,1,3,1,17,0,6,11,2,0,0,2,145,0,0,145,24
98449,-0.00909090909090909,0,0,0,0,0,0,0,4.11428571428571,11,0,1,10,1,0,0,1,4,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,18,0,0,18,4
123027,0.0115384615384615,0.0677419354838709,0.032,0.05,0,-0.04,0,0,3.40495867768595,26,1,4,21,31,3,7,21,25,3,8,14,22,2,5,15,1,0,0,1,10,0,4,6,2,0,0,2,77,0,0,77,24
172182,0,-0.0142857142857143,0,-0.2,0,0,0,0,1.24242424242424,0,0,0,0,7,0,1,6,4,0,0,4,3,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,10,3
57504,-0.0181818181818182,-0.0428571428571429,0.428571428571429,0,0,0,0,0,3.53571428571429,11,0,2,9,14,0,4,10,7,2,0,5,1,0,0,1,1,0,0,1,3,0,0,3,0,0,0,0,36,0,0,36,8
180384,0,0,-0.00833333333333333,0,0,0,-0.1,0,3.90909090909091,0,0,0,0,2,0,0,2,12,1,2,9,5,0,0,5,2,0,0,2,1,0,0,1,1,0,1,0,22,0,0,22,8
8353,0.2,-0.0416666666666667,0,0,0.5,-0.025,1.1,0,4.55,5,1,0,4,12,0,3,9,0,0,0,0,8,0,0,8,6,2,0,4,4,0,1,3,1,1,0,0,46,0,0,46,12
131235,0.0166666666666667,0.275,-0.0294117647058824,-0.025,0,-0.02,0,0,3.39024390243902,30,1,3,26,4,2,0,2,17,0,4,13,12,0,2,10,0,0,0,0,10,0,2,8,0,0,0,0,65,0,0,65,17
8368,0.5,0.0888888888888889,-0.0333333333333333,-0.05,-0.02,0,-0.1,0,5,6,3,0,3,9,1,2,6,3,0,1,2,10,0,2,8,5,0,1,4,2,0,0,2,1,0,1,0,44,0,0,44,11
114868,-0.0625,0.0434782608695652,-0.05,0,0,-0.05,0,0,4.43283582089552,8,0,3,5,23,2,1,20,4,0,1,3,2,0,0,2,7,0,0,7,4,0,1,3,0,0,0,0,34,0,0,34,12
164021,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,1,2,0,0,2,6,0,0,6,2,0,0,2,1,0,0,1,0,0,0,0,12,0,0,12,3
98487,-0.02,0.153333333333333,0,0,0,0.0333333333333333,0,0,4.75,5,0,1,4,15,3,3,9,1,0,0,1,8,0,0,8,5,0,0,5,3,1,0,2,1,0,0,1,38,0,0,38,11
147647,0.0571428571428571,0,-0.0833333333333333,-0.00714285714285714,0.333333333333333,0,-0.2,0,3.83333333333333,14,1,1,12,8,0,0,8,6,0,2,4,14,0,1,13,3,1,0,2,8,1,1,6,1,0,1,0,50,0,0,50,17
98496,-0.0418604651162791,-0.0578947368421053,0.0392857142857143,-0.0125,0,0.1,0,0,3.53157894736842,43,1,12,30,19,0,2,17,28,3,7,18,16,1,3,12,0,0,0,0,9,2,2,5,0,0,0,0,98,0,0,98,25
90307,-0.144444444444444,-0.06,-0.1,0,0.333333333333333,-0.0666666666666667,0,0,4.46341463414634,9,0,4,5,10,1,4,5,1,0,1,0,0,0,0,0,3,1,0,2,3,0,1,2,0,0,0,0,8,0,0,8,7
123077,0,0.193333333333333,0.175,0.0571428571428571,0.0555555555555556,0,0,0,3.57746478873239,3,0,0,3,15,2,1,12,4,1,1,2,7,1,2,4,9,1,1,7,2,0,0,2,0,0,0,0,30,0,0,30,10
147653,-0.05,0,0,0,0.333333333333333,-0.03,-6.93889390390723e-18,0,3.1830985915493,6,0,1,5,4,0,0,4,3,0,0,3,8,0,0,8,3,1,0,2,10,1,3,6,8,1,4,3,41,0,0,41,11
57549,-0.05,-0.05625,0,0.05,0.466666666666667,-0.0222222222222222,0,0,4.64864864864865,2,0,1,1,16,0,4,12,0,0,0,0,14,2,1,11,6,3,1,2,9,0,2,7,0,0,0,0,37,0,0,37,12
180430,0.00967741935483871,0,0,-0.0285714285714286,0,0.275,0.5,0,3.68181818181818,31,2,6,23,6,0,0,6,6,0,0,6,7,0,1,6,1,0,0,1,4,2,0,2,2,1,0,1,44,0,0,44,9
90319,-0.0166666666666667,-0.08,-0.1,0,0,-0.05,0,0,3.56521739130435,12,0,1,11,5,0,1,4,2,0,2,0,4,0,0,4,0,0,0,0,2,0,1,1,0,0,0,0,24,0,0,24,5
205,-0.0333333333333333,0,0.0333333333333333,-0.02,0,-0.04375,0,0,3.32467532467532,3,0,1,2,4,0,0,4,30,2,6,22,5,0,1,4,0,0,0,0,16,1,4,11,2,0,0,2,111,0,0,111,14
155864,-0.0125,0.0939393939393939,-0.05,0.0111111111111111,-0.0166666666666667,0.02,-0.0666666666666667,0,5,8,1,3,4,33,5,9,19,2,0,1,1,18,1,6,11,12,0,2,10,10,1,5,4,3,0,2,1,103,0,0,103,22
106718,0.125,-0.00909090909090909,0.5,-0.0333333333333333,0,0,0,0,4.38983050847458,8,1,0,7,11,0,1,10,4,2,0,2,6,0,1,5,1,0,0,1,1,0,0,1,1,0,0,1,30,0,0,30,9
106721,0.1,-0.06,0,0,0,0,0,0,5,1,1,0,0,5,0,2,3,1,0,0,1,2,0,0,2,2,0,0,2,1,0,0,1,0,0,0,0,20,0,0,20,3
90352,0.0125,-0.0363636363636364,-0.0666666666666667,0.1,0,0,-0.2,0,3.54285714285714,16,1,6,9,11,0,2,9,3,0,1,2,9,1,1,7,1,0,0,1,4,0,0,4,1,0,1,0,32,0,0,32,8
16626,-0.0276315789473684,-0.0333333333333333,0.0861111111111111,0.0179487179487179,0,-0.037037037037037,0,0,3.8268156424581,76,4,19,53,9,0,1,8,36,6,7,23,39,4,4,31,4,0,0,4,27,2,10,15,4,0,0,4,208,0,0,208,45
180467,0.03125,0.0355421686746988,-0.00862068965517241,-0.0215909090909091,0.15,-0.00612244897959184,-0.0333333333333333,0,3.58091286307054,32,2,9,21,166,19,26,121,58,8,14,36,88,8,18,62,30,8,1,21,49,3,10,36,3,0,1,2,281,0,0,281,67
82167,0,0.244444444444444,0,0,0,0,0,0,4.3,0,0,0,0,9,2,0,7,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,19,0,0,19,4
123129,0.0238095238095238,0.00707964601769911,0.220512820512821,0.0633333333333333,0.0666666666666667,-0.01875,0.25,0,4.45412844036697,21,1,1,19,113,7,13,93,39,11,2,26,30,2,1,27,36,3,5,28,16,1,2,13,4,1,0,3,237,0,0,237,71
188673,0,0,0,0,1,0,0,0,3.18181818181818,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,2,0,0,2,0,0,0,0,15,0,0,15,3
139521,0.2,0,0,0,1,0,-0.05,0,5,5,1,0,4,5,0,0,5,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1,1,9,0,0,9,4
188675,-0.025,-0.01875,-0.0217391304347826,-0.04,0,-0.0461538461538462,-0.05,0,3.57674418604651,48,1,5,42,16,0,2,14,23,1,6,16,5,0,2,3,0,0,0,0,13,0,4,9,2,1,1,0,88,0,0,88,21
114952,-0.0246153846153846,0.0409090909090909,-0.0407407407407408,-0.046,-0.0375,0.00869565217391305,0.0111111111111111,0,3.42402826855124,65,2,13,50,66,5,16,45,54,3,19,32,50,3,16,31,8,1,2,5,23,1,7,15,9,2,2,5,158,0,0,158,35
90384,-0.0761904761904762,0.3,-0.04,-0.0277777777777778,0,-0.00714285714285714,0,0,1.44375,21,2,10,9,3,1,1,1,20,2,7,11,18,0,2,16,2,0,0,2,14,2,3,9,3,0,0,3,93,0,0,93,19
147730,0.0421052631578947,-0.0214285714285714,0.0583333333333333,0.0222222222222222,2,-0.025,-0.05,0,4.265625,19,1,2,16,14,1,2,11,12,1,2,9,18,1,2,15,1,1,0,0,4,0,1,3,2,0,1,1,75,0,0,75,20
98579,-0.1,0,1,0,0,0,0,0,1.94117647058824,2,0,1,1,4,0,0,4,1,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3
155925,0,0.25,0,0,0,0,0,0,5,1,0,0,1,4,1,0,3,3,0,0,3,2,0,0,2,4,0,0,4,1,0,0,1,0,0,0,0,6,0,0,6,3
131353,0,0.0125,0,-0.05,0,-0.0666666666666667,0,0,5,2,0,0,2,8,1,0,7,0,0,0,0,2,0,1,1,6,1,1,4,3,0,1,2,0,0,0,0,20,0,0,20,6
65823,0,0.0217391304347826,0,0,0.128571428571429,0,0,0,4.91836734693878,7,0,0,7,23,1,3,19,2,0,0,2,10,0,0,10,7,1,1,5,4,0,0,4,0,0,0,0,43,0,0,43,15
82210,0.025,0.0125,0,0.0833333333333333,0.166666666666667,-0.13,0,0,5,40,3,6,31,80,6,26,48,2,0,0,2,6,1,2,3,12,3,1,8,10,0,6,4,0,0,0,0,79,0,0,79,33
147754,-0.00666666666666667,-0.0142857142857143,0.0111111111111111,0.1,0,-0.01,-0.1,0,3.92063492063492,15,0,1,14,7,0,1,6,9,1,0,8,1,1,0,0,0,0,0,0,10,0,1,9,1,0,1,0,43,0,0,43,7
49463,0,0.0733333333333333,0,0.15,0,0,-0.05,0,4.59183673469388,2,0,0,2,15,3,1,11,1,0,0,1,6,1,0,5,1,0,0,1,0,0,0,0,2,0,1,1,14,0,0,14,3
49464,-0.028,0.03,-0.00285714285714286,0,-0.1,0.00666666666666667,0,0,3.03463203463203,50,2,15,33,20,3,6,11,35,5,12,18,13,1,1,11,3,0,2,1,15,1,2,12,2,0,0,2,98,0,0,98,22
139578,-0.0222222222222222,0.09,1,0,0,0,1,0,4.41269841269841,9,0,2,7,20,1,1,18,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,0,0,9,0,0,9,11
82234,0.357142857142857,-0.0466666666666667,0,0,0.142857142857143,-0.0166666666666667,0,0,5,7,4,3,0,15,0,4,11,0,0,0,0,6,0,0,6,7,2,0,5,6,0,1,5,1,0,0,1,34,0,0,34,11
90442,0,-0.2,0,-0.1,0,0,0,0,5,0,0,0,0,1,0,1,0,2,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,11,4
331,-0.0111111111111111,-0.05,-0.0333333333333333,-0.08,0,0,-0.2,0,2.97727272727273,9,0,1,8,2,0,1,1,3,0,1,2,5,0,2,3,1,0,0,1,2,1,1,0,1,0,1,0,24,0,0,24,7
155982,-5.55111512312578e-18,0.0533333333333333,0.126086956521739,-0.0736842105263158,0.0347826086956522,-0.05,0,0,4.56470588235294,10,2,4,4,60,7,9,44,23,3,1,19,38,2,9,27,23,3,3,17,14,1,4,9,2,0,0,2,154,0,0,154,41
131406,0.181818181818182,0,0.225,0,0,-0.0333333333333333,0,0,5,11,2,0,9,3,0,0,3,4,1,1,2,4,0,0,4,1,0,0,1,3,0,1,2,0,0,0,0,22,0,0,22,9
8541,0,-0.116666666666667,0,-0.0333333333333333,-0.0125,0,0,0,5,0,0,0,0,6,0,3,3,0,0,0,0,6,0,1,5,8,0,1,7,2,0,0,2,0,0,0,0,24,0,0,24,6
82271,-0.0333333333333333,0.0375,0,-0.0333333333333333,0,0,0,0,5,3,0,1,2,8,1,3,4,0,0,0,0,3,0,1,2,3,0,0,3,1,0,0,1,0,0,0,0,11,0,0,11,3
82274,0,0.24,0,0,0.05,0.1,0,0,5,4,0,0,4,5,2,0,3,0,0,0,0,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0,16,0,0,16,3
123240,0,0.166666666666667,-0.0666666666666667,0,-0.04,-0.1,0,0,2.2,0,0,0,0,6,1,0,5,9,0,4,5,2,0,0,2,5,0,2,3,2,0,2,0,0,0,0,0,15,0,0,15,3
172401,0,-0.00555555555555556,-0.0166666666666667,-0.0777777777777778,0,-0.025,0,0,4.98461538461538,2,0,0,2,18,1,2,15,6,0,1,5,9,0,4,5,5,0,0,5,4,0,1,3,1,0,0,1,54,0,0,54,11
41332,-0.0375,-0.1,-0.1,-0.133333333333333,0,0,0,0,2.30952380952381,8,1,2,5,3,0,2,1,4,0,2,2,3,0,1,2,0,0,0,0,5,0,0,5,0,0,0,0,7,0,0,7,3
65910,0,0,0,-0.233333333333333,0,0,0,0,1.69565217391304,0,0,0,0,1,0,0,1,3,0,0,3,3,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,10,0,0,10,4
49536,0.157142857142857,0.135714285714286,0,-0.0333333333333333,1,0,0,0,4.62666666666667,7,2,0,5,14,2,1,11,3,0,0,3,3,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,31,0,0,31,7
156034,-0.0166666666666667,0.0264705882352941,0.0608695652173913,0.333333333333333,0,0,0,0,3.96296296296296,6,0,1,5,34,2,5,27,23,2,1,20,3,1,0,2,3,0,0,3,6,0,0,6,1,0,0,1,58,0,0,58,19
82308,0.128571428571429,-0.15,0,0,0,0,0,0,2.15384615384615,7,2,1,4,2,0,1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,0,0,17,3
82309,0.177777777777778,-0.0282352941176471,0.0529411764705882,-0.00833333333333334,0.30625,-0.1,-0.166666666666667,0,4.11602209944751,27,5,2,20,85,3,13,69,17,3,7,7,12,1,2,9,16,5,1,10,8,0,2,6,6,0,4,2,74,0,0,74,32
16781,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,9,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,4
131486,-0.1,0,0,0,0,-0.1,0,0,1,9,0,5,4,1,0,0,1,5,1,1,3,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,23,0,0,23,4
417,-0.121428571428571,-0.1,-0.0909090909090909,-0.0346153846153846,0,-0.0833333333333333,0,0,1.82075471698113,14,0,6,8,8,0,2,6,11,0,4,7,26,1,6,19,0,0,0,0,6,0,3,3,1,0,0,1,66,0,0,66,18
188842,0,0,0,0.5,0,0,0,0,4,1,0,0,1,0,0,0,0,2,0,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26,0,0,26,4
74156,-0.075,-0.114285714285714,-0.125,-0.0142857142857143,0,-0.05,0,0,1.93788819875776,4,0,2,2,35,0,15,20,12,0,5,7,21,0,3,18,6,0,0,6,12,2,6,4,0,0,0,0,66,0,0,66,9
90544,0.09,-0.01,0,0,0,0,-0.1,0,3.21875,10,2,2,6,10,0,1,9,1,0,0,1,4,0,0,4,0,0,0,0,1,0,0,1,1,0,1,0,32,0,0,32,5
172465,-2.04085114820801e-18,-0.0473684210526316,0.0884615384615384,-0.0171428571428571,0,-0.00869565217391304,0.0285714285714286,0,3.0960960960961,68,8,14,46,19,1,3,15,26,5,10,11,35,1,5,29,1,0,0,1,23,4,7,12,7,2,1,4,146,0,0,146,41
123317,-0.0261904761904762,0.00337078651685393,0.240909090909091,0.05,0.025,-0.0769230769230769,-0.0272727272727273,0,4.18498659517426,42,3,10,29,89,8,21,60,22,5,6,11,4,1,0,3,24,1,3,20,26,1,10,15,11,1,6,4,151,0,0,151,36
106941,0.0208333333333333,0.01875,-0.08,-0.111111111111111,0,-0.04,-0.05,0,3.23448275862069,24,3,7,14,16,1,2,13,10,0,2,8,9,0,2,7,1,0,0,1,10,0,3,7,2,0,1,1,51,0,0,51,12
180671,0.18,-0.0333333333333333,-0.0333333333333333,0,0,0.0166666666666667,0,0,2.57894736842105,5,1,1,3,3,0,1,2,9,0,2,7,0,0,0,0,1,0,0,1,6,1,0,5,0,0,0,0,16,0,0,16,6
33224,-0.06,-0.0342465753424658,-0.0583333333333333,-0.025,0.0230769230769231,-0.0823529411764706,0,0,3.18666666666667,10,0,5,5,73,6,19,48,12,0,3,9,12,0,3,9,13,2,4,7,17,0,8,9,0,0,0,0,116,0,0,116,17
458,0,-0.4,0,-0.02,0,-0.2,0,0,1.38461538461538,3,0,0,3,2,0,1,1,2,0,0,2,5,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,19,3
131530,0,0,-0.1,0,-0.1,0.5,0,0,4.82608695652174,1,0,0,1,9,1,1,7,1,0,1,0,2,0,0,2,2,0,1,1,2,1,0,1,0,0,0,0,10,0,0,10,5
25037,-0.05,-4.2700885562506e-18,-0.0142857142857143,0.0111111111111111,0.19,-0.0333333333333333,-0.125,0,2.4968152866242,4,0,1,3,26,4,6,16,14,1,3,10,27,2,5,20,10,3,1,6,6,0,1,5,4,1,1,2,73,0,0,73,14
98770,-0.0454545454545455,-0.0225806451612903,-0.0533333333333333,-0.062962962962963,-0.02,-0.0307692307692308,-0.75,0,2.86217948717949,44,2,14,28,31,1,6,24,45,5,21,19,27,2,11,14,5,0,1,4,13,0,3,10,2,0,1,1,165,0,0,165,25
8658,0.08,0.0323529411764706,0,0,-0.02,0.03,0,0,4.85714285714286,10,1,2,7,34,2,4,28,2,0,0,2,11,1,1,9,5,0,1,4,10,2,3,5,2,0,0,2,69,0,0,69,16
16853,-0.00769230769230769,0.0918918918918919,-0.0090909090909091,-0.00909090909090909,0.128571428571429,-0.0181818181818182,0,0,3.61797752808989,13,1,1,11,37,5,6,26,11,1,6,4,11,0,1,10,7,2,2,3,11,0,2,9,3,0,0,3,44,0,0,44,15
106973,-4.2700885562506e-18,0.0244444444444444,-0.075,-0.00833333333333333,0.0535714285714286,-0.03,0,0,4.97814207650273,13,1,4,8,45,5,9,31,12,0,3,9,12,0,1,11,28,2,4,22,10,1,3,6,0,0,0,0,113,0,0,113,25
41438,-0.00434782608695652,0,0.4,0.0666666666666667,-0.125,0,0,0,3.84873949579832,23,0,1,22,9,0,0,9,5,1,0,4,12,1,1,10,4,0,3,1,5,0,0,5,0,0,0,0,32,0,0,32,10
98783,-0.025,0.0875,0,0,0.2,0,0,0,5,4,0,1,3,8,1,1,6,1,0,0,1,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,19,0,0,19,5
115185,0.00526315789473684,0.00909090909090909,0.557142857142857,0.01,0.1125,-0.0333333333333333,0.5,0,3.84210526315789,19,6,3,10,11,1,0,10,7,3,1,3,20,1,0,19,8,1,1,6,6,0,1,5,2,1,0,1,81,0,0,81,22
115186,0.0375,0.0196078431372549,0,0.0380952380952381,0.170588235294118,-0.04,0,0,5,16,1,3,12,51,2,6,43,7,0,0,7,21,2,2,17,17,3,2,12,10,0,2,8,3,0,0,3,129,0,0,129,33
139771,0,0.133333333333333,0,0,0,0,0,0,5,2,0,0,2,6,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,8,3
123401,0.025,0,0.2,0,-0.0333333333333333,0,0,0,4.66,4,1,0,3,4,0,0,4,10,2,0,8,3,0,0,3,6,0,2,4,1,0,0,1,2,0,0,2,15,0,0,15,8
57870,0,0.0263157894736842,1,0,0,0,0.233333333333333,0,4.91935483870968,5,0,0,5,19,3,3,13,1,1,0,0,1,0,0,1,4,0,0,4,3,0,0,3,3,1,1,1,19,0,0,19,12
139791,0,-0.1,0,0.5,1,0.5,0,0,5,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,0,0,14,0,0,14,4
